Monthly_Spending,Visit_Frequency,Customer_Support_Calls,Membership_Years,Discounts_Used,Churn
137,10,8,9,19,0
85,6,3,3,16,0
82,26,2,2,14,0
242,16,2,2,6,0
352,19,1,3,10,0
115,18,0,2,17,0
398,24,2,8,19,0
18,13,7,3,18,0
128,20,5,0,7,0
59,7,1,3,17,0
19,7,7,0,9,0
122,16,4,9,17,0
451,26,3,9,16,0
275,25,0,2,8,0
87,10,0,3,2,0
45,15,3,3,14,0
211,14,8,8,11,0
321,24,9,5,16,0
127,12,9,2,5,0
199,29,5,6,8,0
251,15,0,3,9,0
302,8,7,6,2,0
178,7,8,1,5,0
239,26,1,6,12,0
57,21,5,7,13,0
159,9,6,6,3,0
352,14,0,5,9,0
217,28,4,3,18,0
70,27,4,8,15,0
340,7,2,0,6,0
126,12,1,4,4,0
248,14,0,0,11,0
380,11,5,9,14,0
364,19,6,0,0,0
57,28,1,5,5,0
457,6,1,5,18,0
254,3,4,6,4,0
477,6,4,9,8,0
302,29,2,8,6,0
434,24,2,5,8,0
14,9,0,1,15,0
109,2,2,3,4,0
214,6,8,8,9,0
189,14,1,1,14,0
26,19,0,6,14,0
99,23,8,3,12,0
117,27,4,9,19,0
199,4,7,5,17,0
189,14,3,0,6,0
258,21,7,7,7,0
260,10,4,5,7,0
29,6,5,6,10,0
368,11,5,5,8,0
106,13,5,6,5,0
231,24,1,4,19,0
153,18,9,2,1,0
16,20,9,5,4,0
359,14,8,9,3,0
331,27,6,8,19,0
277,20,2,5,14,0
436,22,1,8,6,0
305,20,3,1,0,0
10,11,7,0,18,0
67,21,8,3,17,0
396,5,9,4,1,0
273,8,1,9,12,0
99,4,5,6,13,0
497,12,7,7,2,0
84,6,2,0,15,0
454,23,8,5,13,0
350,24,3,0,14,0
270,25,4,7,2,0
497,26,6,0,1,0
291,8,4,3,2,0
350,4,3,2,8,0
338,20,3,1,7,0
410,10,4,7,18,0
366,11,2,5,19,0
252,15,8,3,19,0
331,5,1,2,14,0
444,3,6,5,11,0
128,15,3,5,13,0
56,2,7,4,17,0
177,2,6,2,1,0
357,25,7,9,10,0
36,8,3,8,0,0
305,22,1,5,18,0
10,14,6,4,13,0
183,9,8,6,8,0
404,5,5,0,2,0
176,12,6,6,13,0
27,10,5,0,19,0
100,1,1,8,2,0
312,24,8,5,3,0
211,19,4,6,1,0
493,25,2,6,1,0
30,11,3,0,14,0
165,17,3,1,12,0
394,3,8,9,19,0
23,1,4,2,10,0
29,17,1,7,13,0
253,6,5,8,16,0
386,13,6,7,14,0
466,20,7,5,13,0
182,26,4,1,18,0
454,4,7,1,1,0
420,5,7,9,3,0
131,15,3,6,7,0
193,14,6,8,11,0
317,19,8,5,12,0
77,15,9,0,17,0
302,12,3,8,16,0
347,18,8,6,12,0
168,14,3,2,11,0
58,10,0,1,6,0
190,8,3,2,15,0
304,27,1,1,13,0
403,23,5,9,4,0
402,26,7,1,10,0
357,29,5,3,7,0
485,4,8,5,8,0
150,18,5,2,17,0
27,28,6,8,7,0
149,25,4,4,6,0
81,8,7,4,7,0
480,4,1,6,14,0
251,11,1,8,18,0
270,5,7,0,3,0
272,10,5,8,6,0
152,6,1,1,3,0
204,29,5,2,14,0
155,4,7,4,1,0
303,18,5,9,11,0
35,21,8,3,5,0
431,27,5,4,5,0
68,17,2,9,13,0
61,7,8,4,5,0
426,9,9,4,0,0
158,3,4,9,5,0
410,22,5,9,17,0
116,9,3,9,15,0
327,27,2,4,0,0
68,4,9,1,18,0
267,22,4,0,17,0
457,19,2,9,1,0
290,9,1,7,18,0
434,23,5,2,16,0
28,23,7,6,17,0
175,20,2,7,3,0
34,6,5,5,17,0
432,27,8,5,4,0
13,11,0,2,11,0
12,24,2,8,14,0
427,15,1,2,14,0
371,22,7,4,2,0
403,6,8,5,2,0
378,20,9,0,10,0
36,24,5,8,19,0
377,10,2,6,13,0
355,24,9,0,6,0
228,25,7,5,17,0
394,22,9,6,5,0
53,18,6,4,5,0
221,16,1,4,10,0
61,4,6,6,2,0
162,20,0,2,13,0
211,13,7,2,11,0
330,24,4,0,13,0
473,5,8,7,14,0
20,20,2,1,8,0
77,24,6,2,18,0
236,29,7,6,11,0
130,19,0,9,6,0
342,18,5,9,16,0
478,20,1,7,13,0
24,27,7,8,14,0
66,17,5,7,13,0
339,16,2,6,18,0
73,1,3,9,18,0
239,21,6,0,13,0
20,29,8,0,7,0
130,27,9,7,12,0
233,1,1,6,3,0
234,20,8,1,11,0
134,24,5,8,0,0
157,14,1,9,4,0
237,24,7,6,3,0
39,2,3,8,15,0
19,15,7,0,18,0
63,29,6,2,19,0
195,3,6,9,18,0
216,13,6,1,2,0
264,19,1,5,15,0
166,1,7,9,6,0
138,13,1,3,4,0
67,15,2,1,19,0
414,16,9,1,0,0
408,11,6,5,10,0
204,3,6,8,16,0
426,8,6,5,11,0
431,6,3,3,17,0
412,5,4,8,1,0
397,26,6,1,9,0
85,28,7,5,18,0
98,15,2,6,15,0
363,9,5,2,7,0
90,23,8,3,1,0
195,22,9,6,4,0
335,5,4,8,3,0
277,21,3,4,3,0
392,10,8,1,0,0
88,25,3,7,14,0
154,29,2,8,12,0
138,26,6,1,16,0
23,6,4,9,5,0
128,28,0,9,19,0
11,11,7,0,12,0
13,4,0,3,11,0
253,20,8,0,11,0
75,12,0,0,19,0
255,20,3,4,9,0
99,27,9,6,1,0
439,6,3,2,14,0
187,1,8,6,18,0
69,25,0,4,3,0
241,18,9,9,13,0
445,2,8,7,0,0
362,5,3,6,0,0
185,16,6,0,17,0
176,12,8,0,14,0
392,12,6,6,10,0
207,11,1,5,17,0
69,20,5,8,9,0
423,19,5,7,3,0
479,21,2,5,13,0
420,7,3,5,17,0
92,26,5,8,0,0
83,2,5,3,6,0
320,29,0,8,3,0
463,29,9,7,3,0
35,6,7,2,17,0
435,4,8,3,8,0
386,2,1,6,1,0
252,17,3,2,4,0
332,8,5,2,5,0
125,5,1,7,2,0
332,10,6,4,18,0
189,16,5,4,4,0
271,2,7,7,8,0
123,24,6,5,19,0
275,19,9,4,5,0
47,7,0,0,4,0
389,2,9,4,5,0
86,13,9,7,14,0
111,23,4,8,10,0
21,4,5,5,17,0
311,16,6,9,18,0
58,10,3,2,11,0
263,17,8,7,11,0
356,21,0,4,6,0
389,28,2,1,15,0
258,14,9,0,11,0
81,12,1,7,3,0
456,13,1,1,9,0
206,20,0,2,16,0
262,8,2,8,14,0
493,17,9,0,7,0
367,18,4,7,13,0
308,21,5,1,17,0
231,10,7,7,7,0
69,26,3,1,13,0
366,28,0,6,15,0
166,13,8,2,18,0
351,2,2,3,6,0
471,27,7,0,16,0
391,17,3,9,4,0
211,6,2,0,12,0
276,12,2,9,17,0
44,29,3,7,17,0
264,13,3,7,18,0
32,28,6,1,17,0
465,26,1,3,19,0
414,4,7,1,19,0
174,15,1,7,16,0
37,16,0,6,3,0
381,21,7,6,16,0
360,19,3,9,18,0
323,15,5,2,7,0
62,26,0,4,19,0
293,6,2,0,0,0
307,20,6,9,6,0
484,29,6,3,7,0
497,6,7,3,4,0
94,29,1,0,8,0
466,5,6,6,6,0
358,27,3,4,3,0
133,2,5,0,7,0
454,20,3,4,1,0
216,2,8,7,4,0
426,5,0,9,2,0
448,3,0,7,4,0
174,6,4,1,0,0
56,11,4,0,6,0
429,5,7,1,9,0
380,18,6,5,15,0
165,14,2,4,0,0
275,10,7,3,16,0
288,27,3,7,3,0
485,24,2,4,15,0
491,22,1,3,8,0
14,25,8,7,7,0
91,3,6,0,18,0
128,16,4,8,16,0
271,16,8,1,9,0
134,11,2,7,16,0
435,4,5,8,15,0
312,11,7,9,8,0
224,8,8,7,4,0
37,16,3,8,1,0
498,23,0,3,13,0
278,8,7,1,16,0
34,9,9,2,12,0
16,14,2,7,12,0
203,8,5,4,12,0
89,24,3,3,17,0
451,16,5,2,0,0
331,22,2,2,3,0
45,27,6,9,4,0
267,2,1,9,10,0
122,28,4,6,1,0
303,23,2,7,1,0
211,20,4,4,15,0
23,19,2,7,2,0
164,20,8,8,5,0
408,20,7,3,19,0
94,19,1,1,3,0
149,25,7,4,4,0
380,19,7,1,6,0
436,18,9,9,6,0
106,13,2,1,16,0
194,17,9,5,5,0
497,27,4,9,3,0
351,1,1,9,1,0
367,21,9,0,5,0
441,28,5,1,6,0
198,28,1,4,1,0
91,5,3,9,17,0
309,28,2,4,9,0
189,25,0,9,6,0
455,20,7,2,8,0
395,21,7,4,18,0
358,13,0,8,18,0
464,6,5,1,1,0
424,29,0,5,11,0
114,10,8,7,18,0
390,23,0,2,5,0
219,9,2,1,0,0
338,29,8,0,14,0
258,6,0,0,18,0
81,1,1,3,13,0
170,24,3,5,12,0
142,18,6,6,4,0
249,25,7,7,1,0
87,27,0,7,14,0
67,23,0,9,15,0
470,7,4,0,6,0
134,26,7,7,5,0
20,10,0,9,16,0
477,12,2,0,0,0
416,21,5,2,5,0
438,24,0,4,5,0
36,26,2,9,3,0
216,15,0,9,7,0
231,17,3,7,8,0
321,3,8,7,9,0
391,25,4,5,7,0
259,15,2,3,1,0
324,1,9,3,19,0
217,11,6,7,16,0
118,24,5,2,0,0
305,6,8,7,13,0
411,28,3,3,4,0
444,29,3,9,8,0
70,16,8,8,19,0
131,26,1,1,16,0
248,21,9,9,5,0
115,12,1,0,0,0
288,22,8,3,17,0
45,27,6,8,10,0
47,21,4,6,3,0
81,15,4,8,19,0
65,25,8,8,5,0
176,18,9,9,7,0
230,10,4,8,18,0
85,22,8,8,14,0
219,12,7,6,18,0
220,20,5,7,1,0
237,19,4,1,3,0
234,28,4,8,3,0
462,5,4,1,11,0
263,18,0,7,17,0
496,19,4,1,11,0
165,23,2,7,18,0
483,12,5,2,14,0
372,1,8,1,9,0
158,2,2,5,6,0
327,3,0,5,1,0
288,26,7,0,12,0
414,29,8,6,15,0
468,12,9,0,7,0
499,14,3,3,0,0
385,7,9,5,16,0
240,4,4,7,14,0
409,12,2,7,13,0
199,24,7,9,6,0
234,8,2,6,18,0
484,1,3,4,9,0
74,5,9,5,19,0
117,1,6,7,10,0
89,15,1,2,19,0
142,13,0,5,4,0
183,29,3,3,6,0
73,23,7,2,11,0
219,13,0,2,1,0
306,4,9,3,6,0
107,15,2,5,4,0
181,12,3,0,11,0
98,8,3,1,3,0
371,16,2,3,18,0
235,12,2,9,2,0
152,24,6,8,16,0
205,25,7,7,3,0
188,27,9,9,8,0
63,6,3,7,1,0
205,23,7,6,9,0
226,15,7,5,19,0
498,7,5,6,8,0
342,5,0,5,7,0
307,23,6,2,17,0
439,15,6,5,10,0
34,25,4,6,18,0
76,28,5,5,17,0
172,12,8,1,18,0
121,11,2,5,16,0
338,4,3,1,19,0
215,13,8,0,16,0
415,18,9,9,14,0
377,8,1,9,15,0
146,7,8,9,16,0
417,22,4,4,7,0
288,23,2,3,6,0
454,28,7,8,3,0
174,16,8,8,6,0
438,3,0,8,10,0
280,22,4,2,2,0
450,26,8,9,1,0
237,16,1,2,0,0
136,16,0,2,5,0
279,7,7,9,13,0
317,23,5,4,3,0
257,13,1,5,15,0
349,13,2,5,9,0
496,21,4,2,4,0
45,19,0,1,10,0
164,18,1,5,0,0
154,29,0,3,16,0
483,7,6,8,13,0
434,20,6,1,6,0
269,18,9,3,13,0
396,29,4,1,0,0
28,24,9,4,5,0
434,18,5,2,6,0
433,22,2,3,10,0
67,4,1,8,9,0
432,9,9,9,2,0
272,21,8,4,18,0
45,16,1,8,1,0
220,4,0,4,11,0
341,8,8,9,11,0
157,3,7,8,0,0
111,29,7,7,13,0
85,9,6,0,10,0
422,8,8,2,7,0
487,12,2,4,8,0
477,14,7,2,17,0
77,28,0,9,12,0
75,24,0,0,3,0
312,10,5,1,15,0
231,21,7,1,2,0
160,17,7,3,3,0
399,11,9,5,3,0
283,10,0,1,7,0
446,13,0,5,10,0
287,25,8,0,2,0
494,2,8,7,18,0
77,1,6,2,5,0
244,22,0,7,2,0
212,1,9,2,3,0
242,16,1,0,3,0
172,10,7,3,1,0
468,26,7,2,15,0
107,29,4,7,4,0
18,10,1,0,14,0
424,7,2,8,4,0
258,7,4,8,11,0
499,29,2,5,18,0
489,1,9,4,14,0
436,26,0,4,5,0
236,13,5,5,0,0
250,5,4,6,4,0
84,3,2,7,18,0
26,29,8,2,10,0
60,13,9,9,13,0
237,27,7,0,13,0
203,12,6,4,1,0
289,18,1,0,4,0
247,27,9,1,8,0
390,5,4,7,16,0
280,5,4,2,18,0
421,2,5,9,14,0
396,6,5,3,1,0
166,7,2,5,8,0
263,1,3,7,10,0
317,3,0,0,5,0
319,20,0,1,14,0
323,2,4,5,19,0
310,10,3,7,3,0
127,11,6,7,14,0
342,21,6,2,17,0
59,13,3,3,6,0
287,16,9,9,15,0
61,20,1,3,2,0
190,11,9,3,11,0
40,18,3,1,6,0
336,11,7,5,8,0
441,1,1,7,9,0
255,24,4,8,0,0
99,18,6,0,11,0
40,20,9,0,17,0
111,28,5,8,0,0
239,26,8,3,17,0
397,5,1,6,6,0
428,2,3,1,16,0
106,26,6,9,12,0
76,25,7,0,9,0
201,18,4,6,13,0
220,22,4,5,0,0
146,7,3,2,5,0
439,22,8,9,3,0
348,11,9,3,18,0
193,11,3,0,14,0
65,28,2,6,18,0
476,13,8,8,11,0
259,4,6,0,13,0
291,1,8,1,2,0
69,18,3,1,3,0
137,12,2,5,2,0
214,26,9,4,11,0
223,28,7,5,8,0
136,10,3,0,18,0
81,28,9,5,15,0
225,22,2,5,0,0
99,8,3,6,13,0
441,3,1,1,12,0
323,7,3,5,11,0
242,25,6,8,4,0
242,20,2,8,19,0
72,11,0,1,2,0
385,7,9,4,1,0
256,7,7,6,10,0
451,29,5,4,19,0
396,28,2,2,1,0
144,26,7,0,15,0
445,9,5,6,7,0
379,3,0,7,2,0
455,11,8,5,3,0
11,17,8,6,3,0
170,8,8,8,7,0
149,20,5,1,5,0
313,2,5,4,13,0
469,21,3,2,14,0
318,20,7,1,16,0
211,1,8,2,4,0
134,16,6,3,0,0
434,28,6,1,11,0
382,23,1,1,18,0
356,4,1,7,11,0
91,24,9,2,10,0
451,9,1,2,8,0
333,8,3,3,18,0
497,1,8,4,3,0
416,8,4,2,12,0
478,5,1,5,9,0
173,1,3,9,0,0
359,25,6,2,9,0
249,25,4,7,17,0
222,7,7,3,12,0
480,15,0,4,6,0
158,7,4,2,7,0
81,27,3,4,16,0
112,1,2,6,0,0
192,9,6,2,15,0
193,1,9,2,19,0
22,29,0,0,3,0
389,12,5,1,16,0
241,7,7,3,12,0
159,25,1,8,9,0
272,9,5,2,8,0
33,5,0,9,13,0
198,12,5,4,16,0
142,29,5,8,2,0
59,22,4,3,0,0
455,2,6,3,0,0
192,18,4,5,19,0
35,26,7,6,1,0
147,9,1,5,15,0
20,29,5,3,8,0
305,1,4,6,13,0
111,10,9,9,0,0
20,28,1,2,2,0
121,28,6,2,17,0
103,14,3,6,0,0
269,21,5,5,10,0
267,14,4,1,4,0
470,7,3,0,10,0
176,12,1,5,5,0
218,26,6,8,6,0
416,22,4,2,12,0
54,22,2,8,15,0
339,6,5,5,2,0
214,13,7,3,14,0
435,8,9,9,7,0
368,23,9,9,19,0
51,21,1,9,15,0
294,26,9,1,16,0
409,2,3,8,12,0
460,10,2,4,2,0
109,6,6,4,2,0
453,16,9,1,12,0
397,10,7,4,16,0
365,15,7,5,13,0
281,21,3,1,4,0
434,20,9,0,11,0
15,10,1,5,15,0
51,11,5,8,5,0
393,21,2,8,8,0
450,25,7,8,15,0
421,28,2,4,3,0
365,29,1,9,5,0
416,2,8,0,18,0
262,22,8,2,0,0
85,27,8,7,7,0
51,25,2,8,5,0
360,28,1,3,2,0
277,10,3,2,13,0
389,29,1,1,1,0
489,21,7,4,15,0
226,12,9,1,12,0
73,11,0,8,15,0
451,22,1,9,10,0
188,15,5,8,10,0
38,26,8,2,15,0
284,28,9,3,9,0
479,4,4,8,16,0
225,5,4,0,11,0
362,24,2,6,4,0
493,28,7,1,11,0
310,1,5,8,2,0
497,1,9,2,18,0
63,10,1,5,9,0
375,4,4,4,15,0
89,13,3,1,18,0
203,14,9,8,10,0
209,26,8,2,15,0
22,19,3,5,9,0
231,5,7,8,14,0
202,11,0,7,2,0
405,26,4,9,9,0
378,8,8,4,11,0
336,1,2,5,8,0
249,5,5,2,18,0
279,21,9,4,0,0
307,18,5,5,12,0
108,13,5,2,6,0
229,5,3,9,19,0
341,24,6,1,6,0
113,26,2,9,5,0
441,7,5,8,11,0
386,12,9,6,3,0
417,2,4,3,19,0
74,13,2,2,9,0
154,14,1,3,18,0
47,6,0,8,1,0
37,16,7,8,3,0
298,10,0,5,14,0
417,29,4,8,5,0
376,27,4,8,0,0
246,11,0,5,17,0
135,1,8,4,7,0
393,15,4,2,12,0
335,16,8,0,18,0
94,10,5,3,15,0
246,10,6,0,0,0
255,3,6,0,1,0
397,11,1,5,18,0
426,11,4,4,13,0
384,16,1,6,14,0
275,6,3,0,1,0
258,9,2,0,12,0
301,1,5,7,19,0
214,28,4,5,19,0
237,6,0,7,10,0
249,18,1,5,9,0
82,25,6,5,1,0
168,13,8,9,16,0
397,2,0,6,2,0
387,28,3,1,3,0
221,19,2,2,4,0
145,28,4,3,1,0
292,2,4,0,3,0
173,27,9,8,11,0
146,4,9,8,5,0
180,4,1,3,19,0
161,10,4,0,14,0
174,17,3,0,6,0
306,24,0,5,5,0
113,16,0,1,13,0
231,21,0,0,17,0
291,28,7,9,6,0
397,8,2,1,5,0
381,29,8,6,5,0
138,6,9,3,5,0
413,2,1,6,19,0
229,23,8,6,9,0
182,26,8,3,3,0
481,15,3,1,9,0
357,25,3,8,0,0
485,23,3,9,13,0
462,11,0,9,17,0
105,21,4,2,8,0
61,16,5,0,9,0
103,4,3,7,18,0
73,11,7,3,3,0
30,14,2,8,12,0
115,8,8,7,9,0
345,6,6,6,12,0
209,29,7,8,11,0
341,21,6,1,2,0
361,23,8,3,18,0
290,27,1,4,8,0
460,19,3,4,12,0
291,25,1,0,7,0
109,4,7,8,3,0
346,28,1,8,8,0
36,4,7,4,6,1
254,24,5,9,10,0
445,6,6,2,14,0
72,11,5,7,12,0
351,1,8,6,2,0
383,2,3,4,2,0
438,9,0,0,19,0
451,16,8,6,10,0
47,6,9,0,4,0
428,23,7,0,19,0
311,27,0,8,18,0
136,9,9,5,11,0
80,19,5,6,17,0
396,5,9,1,3,0
143,21,3,7,7,0
262,10,1,6,13,0
22,7,2,4,15,0
183,29,8,7,19,0
472,2,4,1,7,0
99,20,6,5,4,0
377,27,1,3,8,0
298,4,7,6,1,0
216,28,2,5,7,0
71,8,0,5,6,0
328,26,7,4,17,0
321,3,8,4,8,0
48,2,7,1,10,1
69,9,0,6,11,0
114,28,6,6,7,0
248,11,6,7,16,0
471,4,3,3,18,0
136,9,7,8,0,0
92,6,4,9,2,0
229,1,3,2,13,0
417,27,4,2,17,0
443,3,1,1,1,0
114,7,3,9,7,0
426,9,9,6,16,0
469,8,7,9,8,0
83,28,6,1,11,0
144,21,7,6,6,0
439,28,6,2,0,0
387,13,6,0,13,0
71,24,6,7,1,0
10,18,1,7,16,0
88,19,2,9,6,0
383,24,0,0,14,0
74,9,1,5,8,0
438,26,9,3,7,0
477,24,5,4,6,0
192,20,1,7,3,0
75,29,0,7,9,0
332,6,7,6,6,0
365,27,8,4,14,0
217,21,6,5,12,0
63,12,2,7,7,0
230,4,0,4,8,0
245,9,3,2,8,0
386,10,9,8,4,0
109,3,2,8,5,0
456,17,2,9,15,0
447,29,1,0,15,0
112,7,9,6,13,0
445,26,2,3,18,0
191,8,4,5,18,0
460,11,3,6,15,0
430,13,0,7,4,0
117,3,0,4,0,0
21,19,0,4,4,0
452,14,9,5,8,0
413,22,8,6,6,0
352,16,8,4,9,0
95,15,8,4,14,0
297,2,9,3,11,0
336,6,3,0,12,0
223,21,3,6,17,0
53,7,9,6,9,0
331,9,6,5,0,0
87,9,2,9,3,0
64,17,9,1,16,0
281,23,2,1,12,0
353,3,3,5,1,0
80,4,5,8,14,0
77,2,0,4,11,0
189,1,2,6,1,0
389,10,4,1,6,0
430,3,3,5,3,0
183,10,7,5,13,0
178,9,8,9,17,0
398,17,7,5,10,0
459,15,8,5,2,0
270,3,7,3,2,0
456,27,9,4,17,0
134,21,0,3,0,0
140,3,6,5,12,0
243,4,8,8,4,0
401,4,0,4,3,0
163,17,9,4,2,0
339,6,0,2,18,0
134,11,9,6,12,0
363,12,1,4,15,0
388,23,4,1,18,0
109,28,7,8,0,0
62,7,7,4,17,0
341,13,9,6,6,0
477,6,3,6,2,0
137,23,6,9,19,0
422,3,6,7,9,0
23,21,8,3,7,0
14,14,8,6,1,0
259,14,2,2,9,0
377,23,7,8,17,0
36,10,4,7,11,0
134,5,4,9,13,0
461,26,7,8,1,0
38,2,5,1,16,0
12,6,9,3,19,0
490,23,9,0,11,0
423,11,0,7,6,0
237,18,3,3,14,0
146,26,8,3,1,0
266,24,4,6,11,0
249,21,3,5,16,0
288,11,9,2,0,0
332,24,0,7,7,0
169,15,8,1,4,0
481,3,7,0,7,0
15,2,2,1,19,0
470,7,8,8,13,0
314,5,0,4,5,0
152,21,3,4,17,0
451,13,4,5,4,0
190,8,3,2,9,0
39,29,3,0,14,0
469,9,8,7,2,0
262,8,4,6,2,0
49,10,0,7,16,0
196,2,6,8,13,0
328,10,5,1,9,0
313,11,8,4,18,0
236,23,3,1,15,0
229,11,9,7,16,0
389,5,5,3,19,0
333,14,9,3,12,0
400,23,6,9,0,0
440,3,3,7,0,0
52,20,8,6,16,0
153,23,0,0,17,0
287,2,0,6,16,0
328,18,2,9,11,0
183,1,8,2,5,0
256,1,4,4,6,0
182,28,0,7,16,0
50,17,4,5,15,0
418,6,5,7,0,0
59,13,3,4,10,0
332,21,6,9,9,0
189,26,2,8,0,0
351,24,4,5,10,0
168,21,5,8,2,0
46,1,6,3,15,1
415,28,9,1,0,0
36,24,1,7,6,0
385,6,4,4,10,0
395,8,6,1,16,0
265,13,6,5,18,0
287,2,2,2,13,0
258,26,7,0,15,0
190,8,0,5,16,0
26,22,3,7,13,0
377,1,2,0,8,0
134,13,3,2,12,0
321,1,8,5,1,0
221,10,7,9,19,0
481,28,3,2,7,0
246,5,7,6,3,0
424,23,0,5,4,0
308,20,7,8,14,0
209,13,9,5,1,0
386,26,1,6,8,0
190,5,5,1,7,0
398,10,5,9,10,0
139,3,2,3,12,0
130,2,4,4,6,0
196,2,1,1,18,0
397,5,7,9,14,0
236,4,7,9,11,0
171,2,4,9,12,0
460,21,6,6,0,0
121,26,7,3,7,0
477,9,3,8,14,0
466,24,1,7,13,0
143,9,4,9,7,0
195,9,6,8,2,0
184,24,3,7,11,0
270,25,3,4,14,0
326,4,3,8,15,0
498,8,8,4,6,0
321,18,8,7,17,0
367,9,9,3,12,0
428,29,7,4,5,0
384,25,7,3,1,0
488,27,6,1,1,0
278,3,0,3,18,0
291,6,7,4,5,0
479,28,3,5,9,0
233,23,0,3,16,0
261,19,0,9,18,0
73,5,2,3,15,0
472,17,2,5,17,0
404,27,9,6,18,0
327,19,0,6,1,0
473,28,7,3,2,0
440,24,3,4,14,0
133,3,3,2,14,0
79,8,5,4,11,0
247,9,8,9,19,0
84,22,8,4,12,0
451,23,7,3,1,0
19,22,0,5,17,0
409,8,9,4,14,0
277,14,9,7,17,0
464,23,1,1,12,0
496,10,2,5,5,0
484,17,4,1,7,0
97,3,4,5,15,0
59,3,9,3,19,0
152,3,7,0,2,0
68,4,1,5,16,0
463,29,1,2,17,0
327,17,7,6,11,0
220,14,0,2,6,0
81,27,8,9,11,0
253,2,1,3,2,0
248,12,4,8,11,0
199,5,2,6,14,0
493,27,4,3,16,0
59,22,7,1,11,0
214,25,7,4,8,0
63,2,5,7,0,0
319,12,8,1,15,0
490,9,6,8,14,0
233,23,1,4,10,0
165,9,0,5,4,0
369,20,7,6,6,0
60,23,0,8,2,0
250,1,7,6,12,0
339,24,8,3,12,0
170,7,0,4,18,0
138,23,6,2,9,0
94,18,4,0,6,0
78,10,7,2,19,0
394,15,3,0,14,0
382,9,1,4,17,0
64,11,6,6,19,0
94,24,6,8,6,0
354,1,7,3,2,0
477,11,8,9,19,0
438,1,5,9,9,0
338,5,2,0,14,0
89,18,4,6,11,0
229,1,2,2,15,0
433,10,9,0,18,0
119,28,8,3,11,0
262,13,4,8,1,0
326,27,6,5,7,0
173,8,9,5,12,0
112,28,6,6,0,0
122,13,6,0,1,0
261,20,9,4,13,0
161,2,3,3,3,0
345,21,3,3,5,0
407,12,2,6,12,0
377,27,3,1,8,0
260,29,8,4,15,0
363,13,4,6,0,0
97,28,5,2,8,0
468,22,3,1,6,0
109,8,0,0,17,0
129,15,6,4,15,0
394,7,6,4,6,0
312,7,5,3,17,0
213,17,3,7,8,0
158,19,9,1,19,0
210,3,7,3,1,0
304,7,7,4,4,0
12,12,0,8,8,0
409,14,8,2,3,0
77,2,7,0,15,0
163,26,1,3,2,0
191,7,8,9,5,0
22,16,3,5,16,0
198,9,9,6,18,0
29,1,5,3,7,0
348,12,1,3,9,0
292,2,9,5,9,0
395,27,3,0,15,0
19,22,1,4,5,0
197,18,8,2,19,0
354,14,8,7,7,0
28,12,4,4,2,0
152,18,2,6,1,0
112,5,2,7,9,0
312,7,0,7,7,0
250,4,7,1,11,0
161,13,2,1,19,0
281,16,3,9,11,0
346,22,1,4,8,0
197,28,7,2,18,0
473,16,2,9,14,0
219,19,1,0,13,0
186,4,0,7,4,0
397,20,9,5,17,0
203,20,1,2,11,0
186,28,1,7,5,0
378,1,3,0,19,0
424,13,0,2,10,0
75,20,0,8,14,0
319,20,5,5,3,0
11,22,4,0,13,0
326,9,0,8,4,0
280,10,5,6,10,0
69,6,7,0,19,0
377,22,4,0,6,0
52,7,2,4,12,0
102,23,2,3,18,0
235,16,1,7,3,0
433,17,8,1,19,0
489,24,8,5,11,0
478,1,6,7,13,0
295,9,0,0,0,0
72,14,0,2,7,0
289,15,3,0,15,0
437,4,1,6,18,0
23,25,2,0,4,0
37,8,1,8,13,0
151,25,0,7,11,0
449,15,2,2,11,0
117,22,6,3,19,0
299,25,9,8,11,0
87,4,8,9,10,0
256,19,9,5,14,0
482,3,8,4,6,0
21,8,7,4,9,0
193,2,5,0,4,0
326,28,0,0,14,0
370,22,7,2,1,0
454,25,7,1,12,0
305,25,8,9,13,0
413,8,9,0,19,0
249,8,5,4,5,0
435,17,2,2,0,0
272,16,5,6,14,0
344,16,7,7,10,0
386,16,6,9,12,0
82,27,7,5,16,0
77,7,2,4,3,0
296,15,7,9,10,0
480,17,4,4,0,0
335,25,6,0,13,0
229,3,3,5,4,0
469,1,2,5,4,0
56,8,5,2,2,0
444,7,8,3,8,0
67,18,3,3,12,0
415,23,8,5,10,0
33,5,2,7,17,0
299,15,5,8,9,0
328,7,4,8,5,0
453,10,8,4,8,0
412,16,5,7,12,0
33,28,1,7,17,0
73,23,3,9,9,0
264,2,4,3,14,0
157,18,8,3,11,0
125,15,0,2,19,0
107,23,8,4,14,0
248,19,9,7,13,0
292,20,0,7,18,0
451,14,0,8,18,0
309,23,3,0,9,0
102,2,5,3,0,0
74,29,1,5,19,0
384,18,0,4,6,0
183,9,3,3,10,0
493,27,7,2,3,0
319,1,5,1,3,0
385,16,4,8,9,0
244,12,0,9,4,0
176,12,2,2,15,0
246,19,6,3,11,0
16,10,9,0,0,0
319,20,2,0,4,0
52,5,4,9,17,0
285,3,5,8,3,0
349,9,8,3,14,0
162,21,2,9,5,0
52,23,5,3,6,0
222,15,1,5,18,0
210,14,8,1,13,0
392,11,8,5,14,0
164,13,6,6,15,0
229,7,8,0,14,0
162,27,3,7,5,0
45,25,9,5,5,0
235,2,0,8,5,0
331,3,0,3,11,0
130,20,1,1,1,0
